Model Year,Mfr Name,Division,Carline,Engine Displacement,# Cylinders,Transmission,City FE,Highway FE,Combined FE,Air Aspiration Method,Transmission Description,# Gears,Drive Desc,Carline Class Desc,Release Date,City CO2,Highway CO2,Combined CO2,Highway Fe
2020,Volkswagen Group of,Audi,S5,3.0,6,Auto(S8),20,,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-11-01 00:00:00,443,332,393,27.0
2020,Volkswagen Group of,Audi,S5 Cabriolet,3.0,6,Auto(S8),19,,22,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-11-01 00:00:00,457,342,405,26.0
2020,Volkswagen Group of,Audi,TT Coupe quattro,2.0,4,Auto(AM-S7),23,,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,2019-08-30 00:00:00,384,285,340,31.0
2020,Volkswagen Group of,Audi,TT RS,2.5,5,Auto(AM-S7),19,,23,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,2019-11-15 00:00:00,453,307,387,29.0
2020,Volkswagen Group of,Audi,TTS Coupe,2.0,4,Auto(AM-S7),23,,25,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,2019-08-30 00:00:00,391,310,354,29.0
2020,Volkswagen Group of,Bentley,Continental GT,4.0,8,Auto(AM-S8),16,,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Subcompact Cars,2019-08-30 00:00:00,570,344,469,26.0
2020,Volkswagen Group of,Bentley,Continental GT,6.0,12,Auto(AM-S8),12,,15,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Subcompact Cars,2019-12-20 00:00:00,710,434,586,20.0
2020,BMW,BMW,230i Convertible,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-31 00:00:00,382,260,327,34.0
2020,BMW,BMW,230i Coupe,2.0,4,Auto(S8),24,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-21 00:00:00,363,278,324,32.0
2020,BMW,BMW,230i Coupe,2.0,4,Manual(M6),21,,25,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-31 00:00:00,422,275,356,32.0
2020,BMW,BMW,230i xDrive Convertible,2.0,4,Auto(S8),21,,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-03-31 00:00:00,421,289,361,31.0
2020,BMW,BMW,230i xDrive Coupe,2.0,4,Auto(S8),21,,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-03-31 00:00:00,421,289,361,31.0
2020,BMW,BMW,430i Convertible,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-31 00:00:00,382,260,327,34.0
2020,BMW,BMW,430i xDrive Convertible,2.0,4,Auto(S8),22,,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-03-31 00:00:00,401,275,344,32.0
2020,BMW,BMW,440i Convertible,3.0,6,Auto(S8),22,,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-31 00:00:00,409,301,361,29.0
2020,BMW,BMW,440i xDrive Convertible,3.0,6,Auto(S8),20,,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-03-31 00:00:00,454,321,394,28.0
2020,BMW,BMW,840i Convertible,3.0,6,Auto(S8),22,,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-07-31 00:00:00,407,305,361,29.0
2020,BMW,BMW,840i Coupe,3.0,6,Auto(S8),23,,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-01 00:00:00,389,296,347,30.0
2020,BMW,BMW,840i xDrive Convertible,3.0,6,Auto(S8),20,,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-01 00:00:00,434,333,388,27.0
2020,BMW,BMW,840i xDrive Coupe,3.0,6,Auto(S8),21,,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-01 00:00:00,424,327,380,27.0
2020,BMW,BMW,M2 Competition Coupe,3.0,6,Auto(AM-S7),17,,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-31 00:00:00,536,391,471,23.0
2020,BMW,BMW,M2 Competition Coupe,3.0,6,Manual(M6),18,,20,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,505,360,440,25.0
2020,BMW,BMW,M2 CS Coupe,3.0,6,Auto(AM-S7),16,,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Subcompact Cars,2020-03-31 00:00:00,535,389,469,23.0
2020,BMW,BMW,M2 CS Coupe,3.0,6,Manual(M6),17,,20,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2020-04-01 00:00:00,518,371,452,24.0
2020,BMW,BMW,M240i Convertible,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,400,297,353,30.0
2020,BMW,BMW,M240i Convertible,3.0,6,Manual(M6),19,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,476,325,408,27.0
2020,BMW,BMW,M240i Coupe,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,400,297,353,30.0
2020,BMW,BMW,M240i Coupe,3.0,6,Manual(M6),19,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,476,325,408,27.0
2020,BMW,BMW,M240i Coupe M Performance,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,400,297,353,30.0
2020,BMW,BMW,M240i Coupe M Performance,3.0,6,Manual(M6),19,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,476,325,408,27.0
2020,BMW,BMW,M240i xDrive Convertible,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-04-01 00:00:00,407,292,356,30.0
2020,BMW,BMW,M240i xDrive Coupe,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-04-01 00:00:00,407,292,356,30.0
2020,BMW,BMW,M240i xDrive Coupe M Performance,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-04-01 00:00:00,407,292,356,30.0
2020,BMW,BMW,M4 Convertible,3.0,6,Auto(AM-S7),16,,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,548,399,481,22.0
2020,BMW,BMW,M4 Convertible,3.0,6,Manual(M6),17,,20,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,525,358,450,25.0
2020,BMW,BMW,M4 Convertible Competition,3.0,6,Auto(AM-S7),16,,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,548,399,481,22.0
2020,BMW,BMW,M4 Convertible Competition,3.0,6,Manual(M6),17,,20,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-04-01 00:00:00,525,358,450,25.0
2020,BMW,BMW,M8 Competition Convertible,4.4,8,Auto(S8),15,,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-31 00:00:00,604,413,518,21.0
2020,BMW,BMW,M8 Competition Coupe,4.4,8,Auto(S8),15,,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-31 00:00:00,604,413,518,21.0
2020,BMW,BMW,M8 Convertible,4.4,8,Auto(S8),15,,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-31 00:00:00,604,413,518,21.0
2020,BMW,BMW,M8 Coupe,4.4,8,Auto(S8),15,,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-31 00:00:00,604,413,518,21.0
2020,BMW,BMW,M850i xDrive Convertible,4.4,8,Auto(S8),17,,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-07-31 00:00:00,524,360,450,25.0
2020,BMW,BMW,M850i xDrive Coupe,4.4,8,Auto(S8),18,,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2019-08-01 00:00:00,506,348,435,25.0
2020,General Motors,Chevrolet,CAMARO,2.0,4,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-06-27 00:00:00,408,287,353,31.0
2020,General Motors,Chevrolet,CAMARO,2.0,4,Manual(M6),20,,23,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-06-27 00:00:00,441,301,378,30.0
2020,General Motors,Chevrolet,CAMARO,3.6,6,Auto(S10),19,,22,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-07-17 00:00:00,475,308,397,29.0
2020,General Motors,Chevrolet,CAMARO,3.6,6,Manual(M6),16,,20,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-27 00:00:00,541,341,451,26.0
2020,General Motors,Chevrolet,CAMARO,6.2,8,Auto(S10),13,,16,Supercharged,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-06-27 00:00:00,693,423,571,21.0
2020,General Motors,Chevrolet,CAMARO,6.2,8,Auto(S10),16,,20,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-07-18 00:00:00,547,334,451,27.0
2020,General Motors,Chevrolet,CAMARO,6.2,8,Manual(M6),16,,19,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-07-19 00:00:00,563,373,477,24.0
2020,General Motors,Chevrolet,CAMARO,6.2,8,Manual(M6),14,,16,Supercharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-06-27 00:00:00,654,456,565,20.0
2020,General Motors,Chevrolet,SPARK,1.4,4,Auto(AV),30,,33,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",Subcompact Cars,2019-05-28 00:00:00,298,235,269,38.0
2020,General Motors,Chevrolet,SPARK,1.4,4,Manual(M5),29,,33,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Subcompact Cars,2019-05-28 00:00:00,303,236,273,38.0
2020,General Motors,Chevrolet,SPARK ACTIV,1.4,4,Auto(AV),30,,33,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",Subcompact Cars,2019-05-28 00:00:00,298,240,269,37.0
2020,General Motors,Chevrolet,SPARK ACTIV,1.4,4,Manual(M5),29,,32,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Subcompact Cars,2019-05-28 00:00:00,303,240,278,37.0
2020,Ford Motor Company,Ford,MUSTANG,2.3,4,Auto(S10),21,,25,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,415,280,354,32.0
2020,Ford Motor Company,Ford,MUSTANG,2.3,4,Manual(M6),21,,24,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-28 00:00:00,421,295,364,30.0
2020,Ford Motor Company,Ford,MUSTANG,5.0,8,Auto(S10),16,,19,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,568,354,472,25.0
2020,Ford Motor Company,Ford,MUSTANG,5.0,8,Manual(M6),15,,18,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,587,369,493,24.0
2020,Ford Motor Company,Ford,MUSTANG BULLITT,5.0,8,Manual(M6),14,,17,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-29 00:00:00,619,384,514,23.0
2020,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,2.3,4,Auto(S10),20,,23,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,446,317,387,28.0
2020,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,2.3,4,Manual(M6),20,,23,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,443,317,386,28.0
2020,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,5.0,8,Auto(S10),15,,18,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,580,366,484,24.0
2020,Ford Motor Company,Ford,MUSTANG HO CONVERTIBLE,2.3,4,Auto(S10),20,,23,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,444,329,386,27.0
2020,Ford Motor Company,Ford,MUSTANG HO CONVERTIBLE,2.3,4,Manual(M6),19,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,457,343,406,26.0
2020,Ford Motor Company,Ford,MUSTANG HO COUPE,2.3,4,Auto(S10),20,,23,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,444,318,386,28.0
2020,Ford Motor Company,Ford,MUSTANG HO COUPE,2.3,4,Manual(M6),20,,23,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,441,326,389,27.0
2020,Ford Motor Company,Ford,SHELBY GT350 MUSTANG,5.2,8,Manual(M6),14,,16,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-26 00:00:00,648,431,550,21.0
2020,Ford Motor Company,Ford,SHELBY GT500 MUSTANG,5.2,8,Auto(AM7),12,,14,Supercharged,Automated Manual,7,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-07 00:00:00,754,482,631,18.0
2020,Nissan,INFINITI,Q60,3.0,6,Auto(S7),19,,22,Turbocharged,Semi-Automatic,7,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-15 00:00:00,461,318,397,28.0
2020,Nissan,INFINITI,Q60 AWD,3.0,6,Auto(S7),19,,22,Turbocharged,Semi-Automatic,7,All Wheel Drive,Subcompact Cars,2019-10-15 00:00:00,475,329,409,27.0
2020,Nissan,INFINITI,Q60 AWD RED SPORT,3.0,6,Auto(S7),19,,21,Turbocharged,Semi-Automatic,7,All Wheel Drive,Subcompact Cars,2019-10-15 00:00:00,470,344,424,26.0
2020,Nissan,INFINITI,Q60 RED SPORT,3.0,6,Auto(S7),20,,22,Turbocharged,Semi-Automatic,7,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-15 00:00:00,449,330,405,27.0
2020,Toyota,LEXUS,LC 500,5.0,8,Auto(S10),16,,19,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-06-28 00:00:00,567,360,473,25.0
2020,Toyota,LEXUS,LC 500h,3.5,6,Auto(AV-S10),27,,30,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),10,"2-Wheel Drive, Rear",Subcompact Cars,2019-07-01 00:00:00,333,255,298,35.0
2020,Toyota,LEXUS,RC 300,2.0,4,Auto(S8),21,,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-11-25 00:00:00,421,293,363,30.0
2020,Toyota,LEXUS,RC 300 AWD,3.5,6,Auto(S6),18,,21,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Subcompact Cars,2019-11-25 00:00:00,492,369,422,24.0
2020,Toyota,LEXUS,RC 350,3.5,6,Auto(S8),20,,23,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-11-25 00:00:00,444,319,388,28.0
2020,Toyota,LEXUS,RC 350 AWD,3.5,6,Auto(S6),19,,21,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Subcompact Cars,2019-11-25 00:00:00,464,344,422,26.0
2020,Toyota,LEXUS,RC F,5.0,8,Auto(S8),16,,19,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2019-03-27 00:00:00,538,361,459,24.0
2020,Mercedes-Benz,Mercedes-Benz,A 220,2.0,4,Auto(A7),24,,28,Turbocharged,Automatic,7,"2-Wheel Drive, Front",Subcompact Cars,2019-09-30 00:00:00,364,252,313,35.0
2020,Mercedes-Benz,Mercedes-Benz,A 220 4MATIC,2.0,4,Auto(A7),24,,28,Turbocharged,Automatic,7,4-Wheel Drive,Subcompact Cars,2019-09-30 00:00:00,372,265,324,34.0
2020,Mercedes-Benz,Mercedes-Benz,AMG A 35 4MATIC,2.0,4,Auto(AM7),24,,27,Turbocharged,Automated Manual,7,4-Wheel Drive,Subcompact Cars,2020-01-29 00:00:00,375,283,334,31.0
2020,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (convertible),3.0,6,Auto(A9),18,,21,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-10-28 00:00:00,483,351,423,25.0
2020,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (coupe),3.0,6,Auto(A9),19,,22,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-10-28 00:00:00,475,333,411,27.0
2020,Mercedes-Benz,Mercedes-Benz,AMG C 63 (convertible),4.0,8,Auto(A9),17,,20,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-25 00:00:00,522,365,452,24.0
2020,Mercedes-Benz,Mercedes-Benz,AMG C 63 (coupe),4.0,8,Auto(A9),17,,20,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-25 00:00:00,524,347,444,26.0
2020,Mercedes-Benz,Mercedes-Benz,AMG C 63 S (convertible),4.0,8,Auto(A9),17,,20,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-25 00:00:00,522,365,452,24.0
2020,Mercedes-Benz,Mercedes-Benz,AMG C 63 S (coupe),4.0,8,Auto(A9),17,,20,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-25 00:00:00,524,347,444,26.0
2020,Mercedes-Benz,Mercedes-Benz,AMG E 53 4MATIC+ (Convertible),3.0,6,Auto(A9),20,,23,Other,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-07-29 00:00:00,438,342,394,26.0
2020,Mercedes-Benz,Mercedes-Benz,AMG E 53 4MATIC+ (Coupe),3.0,6,Auto(A9),21,,23,Other,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-07-29 00:00:00,428,322,381,28.0
2020,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC+ (convertible),4.0,8,Auto(A9),15,,18,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-10-16 00:00:00,596,368,493,24.0
2020,Mercedes-Benz,Mercedes-Benz,C 300 (convertible),2.0,4,Auto(A9),21,,24,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-15 00:00:00,424,310,373,29.0
2020,Mercedes-Benz,Mercedes-Benz,C 300 (Coupe),2.0,4,Auto(A9),22,,25,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-20 00:00:00,405,285,351,31.0
2020,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (convertible),2.0,4,Auto(A9),21,,24,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-08-15 00:00:00,430,306,374,29.0
2020,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (Coupe),2.0,4,Auto(A9),21,,25,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-08-15 00:00:00,415,292,360,30.0
2020,Mercedes-Benz,Mercedes-Benz,E 450 (convertible),3.0,6,Auto(A9),20,,23,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-06 00:00:00,448,325,393,27.0
2020,Mercedes-Benz,Mercedes-Benz,E 450 (coupe),3.0,6,Auto(A9),20,,23,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-08-06 00:00:00,447,316,388,28.0
2020,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (convertible),3.0,6,Auto(A9),19,,22,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-08-06 00:00:00,464,339,408,26.0
2020,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (coupe),3.0,6,Auto(A9),19,,22,Turbocharged,Automatic,9,4-Wheel Drive,Subcompact Cars,2019-08-06 00:00:00,468,338,409,26.0
2020,Mercedes-Benz,Mercedes-Benz,S 560 (convertible),4.0,8,Auto(A9),17,,20,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Subcompact Cars,2019-10-16 00:00:00,519,342,439,26.0
2020,BMW,Mini,COOPER HARDTOP 2 DOOR,1.5,3,Auto(AM-S7),28,,31,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Subcompact Cars,2019-07-31 00:00:00,314,245,281,36.0
2020,BMW,Mini,COOPER HARDTOP 4 DOOR,1.5,3,Auto(AM-S7),28,,31,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Subcompact Cars,2019-07-31 00:00:00,314,245,281,36.0
2020,BMW,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,Auto(AM-S7),26,,30,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Subcompact Cars,2019-07-31 00:00:00,336,250,297,35.0
2020,BMW,Mini,COOPER S HARDTOP 4 DOOR,2.0,4,Auto(AM-S7),26,,30,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Subcompact Cars,2019-07-31 00:00:00,336,250,297,35.0
2020,BMW,Mini,JOHN COOPER WORKS HARDTOP,2.0,4,Auto(S8),26,,29,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",Subcompact Cars,2019-07-31 00:00:00,343,259,305,34.0
2020,Nissan,NISSAN,GT-R,3.8,6,Auto(AM-S6),16,,18,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Subcompact Cars,2019-07-12 00:00:00,542,409,482,22.0
2020,Roush,"Roush Industries, Inc.",Roush Stage 3 Mustang,5.0,8,Auto(S10),12,,14,Supercharged,Semi-Automatic,10,"2-Wheel Drive, Rear",Subcompact Cars,2019-11-11 00:00:00,728,484,618,18.0
2020,Roush,"Roush Industries, Inc.",Roush Stage 3 Mustang,5.0,8,Manual(M6),13,,15,Supercharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2019-11-11 00:00:00,683,433,570,20.0
2020,Honda,Acura,ILX,2.4,4,Auto(AM-S8),24,,28,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Front",Compact Cars,2019-10-11 00:00:00,365,257,316,34.0
2020,Honda,Acura,TLX AWD,3.5,6,Auto(S9),20,,23,Naturally Aspirated,Semi-Automatic,9,All Wheel Drive,Compact Cars,2019-04-02 00:00:00,448,306,384,29.0
2020,Honda,Acura,TLX AWD A-SPEC,3.5,6,Auto(S9),20,,23,Naturally Aspirated,Semi-Automatic,9,All Wheel Drive,Compact Cars,2019-04-02 00:00:00,451,309,387,29.0
2020,Honda,Acura,TLX FWD,2.4,4,Auto(AM-S8),23,,27,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Front",Compact Cars,2019-04-02 00:00:00,380,268,330,33.0
2020,Honda,Acura,TLX FWD,3.5,6,Auto(S9),20,,24,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Front",Compact Cars,2019-04-02 00:00:00,448,285,374,31.0
2020,Honda,Acura,TLX FWD A-SPEC,2.4,4,Auto(AM-S8),23,,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Front",Compact Cars,2019-04-02 00:00:00,384,278,336,32.0
2020,Honda,Acura,TLX FWD A-SPEC,3.5,6,Auto(S9),20,,23,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Front",Compact Cars,2019-04-02 00:00:00,452,295,382,30.0
2020,Volkswagen Group of,Audi,A4,2.0,4,Auto(AM-S7),27,,30,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Compact Cars,2019-11-01 00:00:00,329,255,295,35.0
2020,Volkswagen Group of,Audi,A4 quattro,2.0,4,Auto(AM-S7),24,,27,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Compact Cars,2019-11-29 00:00:00,375,274,329,32.0
2020,Volkswagen Group of,Audi,S4,3.0,6,Auto(S8),20,,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Compact Cars,2019-11-01 00:00:00,443,332,393,27.0
2020,BMW,BMW,228i XDRIVE GRAN COUPE,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Compact Cars,2020-01-28 00:00:00,381,268,330,33.0
2020,BMW,BMW,330i,2.0,4,Auto(S8),26,,30,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Compact Cars,2019-03-31 00:00:00,339,249,299,36.0
2020,BMW,BMW,330i xDrive,2.0,4,Auto(S8),25,,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,Compact Cars,2019-07-31 00:00:00,357,259,313,34.0
2020,BMW,BMW,430i Coupe,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Compact Cars,2019-03-31 00:00:00,382,260,327,34.0
2020,BMW,BMW,430i Coupe,2.0,4,Manual(M6),21,,25,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Compact Cars,2019-03-31 00:00:00,418,269,351,33.0
2020,BMW,BMW,430i Gran Coupe,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Compact Cars,2019-03-31 00:00:00,382,260,327,34.0
2020,BMW,BMW,430i xDrive Coupe,2.0,4,Auto(S8),21,,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Compact Cars,2019-03-31 00:00:00,421,289,361,31.0
2020,BMW,BMW,430i xDrive Gran Coupe,2.0,4,Auto(S8),21,,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,Compact Cars,2019-03-31 00:00:00,421,289,361,31.0
2020,BMW,BMW,440i Coupe,3.0,6,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Compact Cars,2019-04-01 00:00:00,400,297,353,30.0
2020,BMW,BMW,440i Coupe,3.0,6,Manual(M6),19,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Compact Cars,2019-04-01 00:00:00,476,325,408,27.0
